Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
"Mechanical seal repair kits / Ремонтныекомплекты для механического уплотнения/ B0397014 D0375214 TSP 6X3-17/OH2,(части насоса)",10623,1.0000000,19907.5000000,1.0000000,80824,Set,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
MOBIL DTE HEAVY / DRUM (S.1041-179 OF 197) Spare part,10618,50.0000000,1.5500000,50.0000000,80831,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
MOBIL DTE HEAVY / DRUM (S.1041-179 OF 197) Spare part,10619,50.0000000,1.5500000,50.0000000,80832,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
MOBIL DTE HEAVY / DRUM (S.1041-179 OF 197) Spare part,10620,50.0000000,1.5500000,50.0000000,80834,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
MOBIL DTE HEAVY / DRUM (S.1041-179 OF 197) Spare part,10621,50.0000000,1.5500000,50.0000000,80835,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Очки защитные О55 HAMMER PROFI super,10635,1.0000000,3.5700000,1.0000000,81516,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",10636,1.0000000,5.2800000,1.0000000,81516,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Ингибитор коррозии. Ironshield SI280,10640,1300.0000000,2.3783000,1300.0000000,81527,Kg,210106030000,Chemicals,Operation Chemicals,,
Электроды сварочные марки УОНИ-13/55 д. 4мм,10652,0.0000000,1.7829000,0.0000000,82024,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10653,0.0000000,0.5581000,0.0000000,82024,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",10657,2.0000000,3.5900000,0.0000000,82025,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Пруток сварочный тип: TIG ER316LSi для сварки аустенитных нержавеющей сталей. Классификация SFA/AWS A5.9 тип: ER316LSi Диаметр 1.6мм Длина 1000 мм.DIА 1.6,10658,0.5000000,42.7800000,0.0000000,82025,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10659,1.0000000,0.5581000,0.0000000,82025,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ-13/55 д. 4мм,10660,2.0000000,1.7829000,0.0000000,82026,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10661,3.0000000,0.5581000,0.0000000,82026,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Специальная форменная одежда ГОСТ 27575-87,10663,1.0000000,43.6600000,0.0000000,82185,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10666,1.0000000,30.4368000,0.0000000,82235,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",10667,1.0000000,14.1909000,0.0000000,82235,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10668,1.0000000,10.0000000,0.0000000,82235,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10669,1.0000000,30.4368000,0.0000000,82236,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",10670,1.0000000,14.1909000,0.0000000,82236,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10671,1.0000000,10.0000000,0.0000000,82236,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10672,1.0000000,30.4368000,0.0000000,82237,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",10673,1.0000000,14.1909000,0.0000000,82237,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10674,1.0000000,10.0000000,0.0000000,82237,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10675,1.0000000,30.4368000,0.0000000,82238,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",10676,1.0000000,14.1909000,0.0000000,82238,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10677,1.0000000,10.0000000,0.0000000,82238,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10678,1.0000000,30.4368000,0.0000000,82239,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",10679,1.0000000,14.1909000,0.0000000,82239,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10680,1.0000000,10.0000000,0.0000000,82239,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Электроды сварочные марки УОНИ-13/55 д. 4мм,10681,1.5000000,1.7829000,0.0000000,78261,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивные отрезные круги 230 x1,8*1,9 22,23 А 30 S BF 80.2",10682,2.0000000,0.7972000,0.0000000,78261,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10683,1.0000000,0.5581000,0.0000000,78261,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Шланг высокого давления с быстроразъемными муфтами 1.5м PU-HG-0150,10684,4.0000000,186.8565000,4.0000000,82266,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Pipe Insulation,10809,2.0000000,0.0000000,0.0000000,82282,m2,210108020000,Maintenance Insulation,Maintenance Insulation,,
Спирально-навитая прокладкапо стандарту ASME B16.20,10693,1.0000000,357.9397000,1.0000000,82283,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Цилиндр теплоизоляционный ТЕХНО 120 1200х60,3х40мм",10283,136.8000000,4.5200000,136.8000000,53795,Meter,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
316L SS WND GRAPH FILL 316L SS I/R 316L SS O/R RF B16.20 CL300 4.5MM THK (3.2MM RING) SPR WND Size4,10742,2.0000000,2.4900000,2.0000000,82298,Each,210109050000,Instrument Spares,Instrument Spares,,
"Преобразователь дифференциального давления DPT 20 / ATEX II 1/2G, 2G Ex db IIC T6 dp 16 bar stat. 160bar. Артикул 14630887.",10728,1.0000000,10819.5717000,1.0000000,82298,Set,210109050000,Instrument Spares,Instrument Spares,,
Специальная форменная одежда ГОСТ 27575-87,10720,1.0000000,43.6600000,0.0000000,82429,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10721,1.0000000,18.2400000,0.0000000,82429,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10722,1.0000000,43.6600000,0.0000000,82430,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10723,1.0000000,18.2400000,0.0000000,82430,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10724,1.0000000,43.6600000,0.0000000,82431,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10725,1.0000000,18.2400000,0.0000000,82431,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10726,1.0000000,43.6600000,0.0000000,82432,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10727,1.0000000,18.2400000,0.0000000,82432,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10750,1.0000000,43.6600000,0.0000000,82768,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99,UzTR.5-011:2017*",10751,1.0000000,15.9449000,0.0000000,82768,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10752,1.0000000,18.2400000,0.0000000,82768,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
ИШЧИЛАР МАХСУС КИЙИМИ,10760,1.0000000,30.4368000,1.0000000,82769,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
CoolSolv PG 215 (Химический реагент),10766,5.0000000,8.5336000,0.0000000,82779,Kg,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,1155,
Прокладки уплотнители для клапана серии 72507590 Vanessa 30 inch ISV из антикорризойний стали и графита,10821,1.0000000,11789.3200000,1.0000000,64453,Set,210109050000,Instrument Spares,Instrument Spares,,
Смазка пластичная универсальная WD-40 400 ml,10822,2.0000000,6.7076000,2.0000000,64453,Each,210109050000,Instrument Spares,Instrument Spares,,
"72489525 - Spare part kit Vanessa series 30000-C1, Запасной Set клапан-бабочка",8370,1.0000000,11147.1453000,1.0000000,64453,Each,210109050000,Instrument Spares,Instrument Spares,,
"72489525 - Spare part kit Vanessa series 30000-C1, Запасной Set клапан-бабочка",8371,1.0000000,11147.1453000,1.0000000,64453,Each,210109050000,Instrument Spares,Instrument Spares,,
"72489525 - Spare part kit Vanessa series 30000-C1, Запасной Set клапан-бабочка",8372,1.0000000,11147.1453000,1.0000000,64453,Each,210109050000,Instrument Spares,Instrument Spares,,
"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",8328,1.0000000,112.6971000,1.0000000,64453,Each,210109050000,Instrument Spares,Instrument Spares,,
"Преобразователь дифференциального давления DPT 20 / ATEX II 1/2G, 2G Ex db IIC T6 dp 16 bar stat. 160bar. Артикул 14630887.",10824,1.0000000,10819.5717000,1.0000000,82807,Set,210109050000,Instrument Spares,Instrument Spares,,
"UNION VALVES, 1/2"" O.D, 5000 PSIG, DITTO, BUT  MONEL (S. 829/ 1 of 3)",10829,3.0000000,285.2571000,3.0000000,82817,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"MALE CONNECTOR 1/2""O.D-1/2 NPT, NACE, S316",10830,1.0000000,4.4049000,1.0000000,82817,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
BASE SOLUTION FOR TOC ANALYZER1.2 N NAOH (20L) (S. 1344/ 1 OF2),10856,1.0000000,82.8000000,1.0000000,82860,Each,210109060000,Analyser Spares,Instrument Spares,,
ACID SOLUTION FOR TOC ANALYZER 1.8N H2SO4(20L)(S.1344/1 OF 2),10857,1.0000000,88.1500000,1.0000000,82860,Each,210109060000,Analyser Spares,Instrument Spares,,
Перчатки из полимерных материалов для защиты от внешних воздействий,10858,5.0000000,3.1900000,5.0000000,82862,Pair,210109100000,Mechanical (Static) spares,Mechanical Static spares,1142,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10887,2.0000000,0.5581000,0.0000000,83249,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивные отрезные круги 230 x1,8*1,9 22,23 А 30 S BF 80.2",10888,2.0000000,0.7972000,0.0000000,83249,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Проволока тип: GTAW для материала SS 2.4мм. Тип: ER316L ASME SFA-5.9 DIA 2.4 / ER316L,10889,0.3000000,42.8400000,0.0000000,83249,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Electrode METRODE / Электрод ER309 Ø2.4mm LINCOLN ELECTRIC p/n: T309S92 2,4 x 5PE",10890,0.4000000,40.6980000,0.0000000,83249,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10891,2.0000000,0.5581000,0.0000000,82829,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,10892,2.0000000,6.7076000,2.0000000,50429,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,1998,
"ФУМ-лента 19мм*15м*0,20мм",10893,3.0000000,1.2843000,3.0000000,50429,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,1998,
Спирально-навитая прокладкапо стандарту ASME B16.20,10899,1.0000000,357.9397000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",10900,38.0000000,88.1314000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",10901,2.0000000,750.2857000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",10902,2.0000000,381.5054000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",10903,4.0000000,358.0224000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",10904,2.0000000,166.7864000,0.0000000,83291,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",10905,0.0000000,65.2761000,0.0000000,83415,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",10906,0.0000000,65.2761000,0.0000000,83416,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",10907,0.0000000,65.2761000,0.0000000,83417,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
