Priority Matrix Answer ID,Priority Matrix Environmental Description,Environmental Risk Score,Priority Matrix Production Description,Production Risk Score,Priority Matrix Repair Cost Description,Repair Cost Risk Score,Priority Matrix Safety Description,Safety Risk Score
1181,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1182,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1183,,0,,0,,0,,0
1184,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1185,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1186,,0,,0,,0,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1187,,0,,0,,0,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1188,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1189,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1190,,0,,0,,0,,0
1191,,0,,0,,0,,0
1192,(C) Moderate - Reversible Impact,15,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(C) Moderate - 1/more lost work day case due to work related injury.,15
1193,(C) Moderate - Reversible Impact,15,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(C) Moderate - 1/more lost work day case due to work related injury.,15
1194,(C) Moderate - Reversible Impact,15,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1195,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1196,(C) Moderate - Reversible Impact,15,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1197,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1198,,0,,0,,0,,0
1199,,0,,0,,0,,0
1200,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1201,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1202,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1203,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1204,,0,,0,,0,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1205,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1206,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1207,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1208,,0,,0,,0,,0
1209,,0,,0,,0,,0
1210,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(B) Major - Repair <$500k,20,(B) Major - One or more serious injury or Permanent disability,20
1211,(D) Minor - Uz GTL Secondary Area Impact,10,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(D) Minor - Repair <$50k,10,(C) Moderate - 1/more lost work day case due to work related injury.,15
1212,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1213,,0,,0,,0,,0
1214,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1215,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1216,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1217,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1218,,0,,0,,0,,0
1219,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1220,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1221,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1222,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1223,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1224,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(D) Minor - Repair <$50k,10,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1225,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1226,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(B) Major - Repair <$500k,20,(B) Major - One or more serious injury or Permanent disability,20
1227,,0,,0,,0,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1228,,0,,0,,0,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1229,,0,,0,,0,,0
1230,,0,,0,,0,,0
1231,,0,,0,,0,,0
1232,,0,,0,,0,,0
1233,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(B) Major - One or more serious injury or Permanent disability,20
1234,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1235,,0,,0,,0,,0
1236,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1237,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1238,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(B) Major - One or more serious injury or Permanent disability,20
1239,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1240,(D) Minor - Uz GTL Secondary Area Impact,10,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1241,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1242,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(A) Catastrophic - 1/more fatalities on-site or 1/more serious injury to a member of the public,25
1243,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(C) Moderate - 1/more lost work day case due to work related injury.,15
1244,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(C) Moderate - 1/more lost work day case due to work related injury.,15
1245,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1246,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1247,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(C) Moderate - 1/more lost work day case due to work related injury.,15
1248,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1249,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1250,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1251,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1252,,0,,0,,0,,0
1253,,0,,0,,0,,0
1254,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(B) Major - One or more serious injury or Permanent disability,20
1255,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(B) Major - One or more serious injury or Permanent disability,20
1256,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(C) Moderate - 1/more lost work day case due to work related injury.,15
1257,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(C) Moderate - 1/more lost work day case due to work related injury.,15
1258,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1259,,0,,0,,0,,0
1260,,0,,0,,0,,0
1261,,0,,0,,0,,0
1262,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1263,(E) Insignificant - Uz GTL Primary Area Impact,5,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(D) Minor - Repair <$50k,10,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1264,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1265,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1266,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1267,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1268,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1269,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(A) Catastrophic - 1/more fatalities on-site or 1/more serious injury to a member of the public,25
1270,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1271,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1272,(E) Insignificant - Uz GTL Primary Area Impact,5,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1273,(D) Minor - Uz GTL Secondary Area Impact,10,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(E) Insignificant - First aid - Minor injury to 1/more workers.,5
1274,(E) Insignificant - Uz GTL Primary Area Impact,5,"(E) Insignificant - Single Equipment work, no impact to Unit or Train operations <$50k, No impact",5,(E) Insignificant - Repair <$5k,5,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1275,(C) Moderate - Reversible Impact,15,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1276,(C) Moderate - Reversible Impact,15,"(D) Minor - Single Equipment Outage, leading to Unit SD <$500k, 10% Loss",10,(C) Moderate -Repair <$150k,15,(D) Minor - 1 or more Medical Treatment/ Restricted workday case ,10
1277,(C) Moderate - Reversible Impact,15,"(C) Moderate - Unit SD or Short 1 Train SD <$1MM, 30% Loss",15,(C) Moderate -Repair <$150k,15,(C) Moderate - 1/more lost work day case due to work related injury.,15
1278,(D) Minor - Uz GTL Secondary Area Impact,10,"(B) Major - Major Impact Forced shutdown of 1 Train <$30MM, 50% Loss",20,(D) Minor - Repair <$50k,10,(C) Moderate - 1/more lost work day case due to work related injury.,15
